text,label
"alaska pollock, water, egg whites, corn starch, sugar, sorbitol, contains or less of king crab meat, natural and artificial flavor, refined fish oil, rice wine, modified tapioca starch, sea salt, carrageenan, yam flour, potassium chloride, disodium inosinate, sodium pyrophosphate, soy lecithin, carmine, paprika, color added.",Seafood
"sugar, soybean oil, carrots, enriched wheat flour, eggs, pasteurized milk and cream, pineapples, palm oil, water, contains or less of the following leavening, pecans, soy lecithin, corn starch, salt, pineapple juice, artificial flavor, mono and diglycerides, nonfat milk, cinnamon, cheese culture, carob bean gum, sodium benzoate, guar gum, beta carotene, vitamin a palmitate.",Snacks
"enriched wheat flour, water, high fructose corn syrup, yeast, soybean oil, wheat gluten, salt, monoglycerides, calcium propionate (pr",Plant-based foods and beverages
"pasteurized cultured milk, microbial rennet, salt, microbial enzymes, annatto",Dairies
"imitation crab, soybean oil, salt, natural crab flavor, modified food starch, potassium chloride, egg whites, citric acid, paprika oleoresin, lycopene, soy lecithin, color added.), water, sushi rice, sushi ebi l, sweet chili sauce, seasoned vinegar, french fried onions, teriyaki sauce, mayonnaise, mayonnaise, cajun spice blend w salt, dried hoshi nori, chili sauce, lemon juice .",Meals
"sugar, peaches, cinnamon, nutmeg, lemon zest, bourbon, pectin",Plant-based foods and beverages
"pretzel roll, datem, canola oil, dextrose, ascorbic acid, lcysteine, and enzymes], vital wheat gluten, yeast, sour flavor [ wheat flour, fumaric acid with partially hydrogenated soybean oil, sodium diacetate, lactic acid], natural flavor, xanthan gum, calcium propionate, sodium hydroxide), pastrami, pasteurized process swiss cheese, dijon mustard .",Frozen foods
"tomato & cumin sauce water, diced tomatoes, diced onion, tomato puree, modified corn starch, chopped coriander, garlic puree, ginger puree, sugar, salt, canola oil, spices, ghee, lactic acid, cumin. spice blend ground cumin, kashmiri chili, cumin seeds, ground cardamom, ground turmeric, ground clove, ground bay leaf, fenugreek leaf.",Condiments
"cassava flour, potato starch, palm oil, tapioca starch, faba bean protein, tapioca syrup, salt, milled flax, sunflower lecithin.",Snacks
"mechanically separated chicken, water, pork, dextrose, modified corn starch, salt, contains or less of the following beef, corn syrup, flavorings, sodium phosphates, potassium lactate, potassium acetate, sodium diacetate, sodium erythorbate, oleoresin of paprika, sodium nitrite, smoke flavoring.",Meats and their products
"enriched flour, degermed yellow corn meal, whole wheat, sugar, vegetable oil . contains or less of brown sugar, salt, dextrose, molasses, natural and artificial flavor, yeast, baking soda, distilled monoglycerides, maltodextrin, dried molasses, trisodium phosphate, yellow corn flour, calcium carbonate, corn starch, dried honey, freshness preserved by bht, barley malt syrup, nonfat milk, soy lecithin .",Snacks
"tomatoes, tomato juice, contains less than of dried onion, salt, dried garlic, calcium chloride, dried parsley, natural flavor, citric acid.",Plant-based foods and beverages
"enriched flour, sugar, vegetable oil, corn syrup, dextrose, contains two percent or less of corn flour, cornstarch, salt, leavening, soy lecithin, artificial colors, citric acid, natural and artificial flavors.",Snacks
"hot sauce, water, white vinegar, canola oil, butter, garlic powder, fruit and vegetable juices, salt, natural butter flavor, cayenne pepper powder, xanthan gum.",Condiments
"corn, vegetable oil, salt, trace of lime.",Snacks
"skim milk, cream, sugar, chocolate chunks, english walnuts, banana fruit flavor, contains or less of mono and diglycerides, guar gum, locust bean gum, calcium sulfate, carrageenan.",Desserts
"dehydrated garlic, spices including peppercorns, salt, crushed chili, natural flavor .",Meats and their products
"gingerbread enriched wheat flour, invert sugar, sugar, palm oil shortening, molasses, cinnamon, salt, propylene glycol, cornstarch, cocoa powder processed with alkali, soy lecithin, ginger, eggs, cloves, milk . white icing sugar, corn syrup, water, fructose, canola oil, modified palm oil, maltodextrin, cornstarch, dextrose, modified cornstarch, glycerin, titanium dioxide, salt, preservatives, agaragar, carrageenan, phosphoric acid, mono and diglycerides, artificial flavor, blue, sorbitol, sodium metabisulfite. green icing sugar, corn syrup, water, fructose, canola oil, modified palm oil, maltodextrin, cornstarch, dextrose, modified cornstarch, glycerin, titanium dioxide, salt, preservatives, agaragar, carrageenan, phosphoric acid, mono and diglycerides, artificial flavor, yellow, blue, sorbitol, sodium metabisulfite. artificially flavored gummies sugar, glucose, modified cornstarch, citric acid, natural & artificial flavors, artificial colors, yellow, yellow, red, red, blue, blue . ninja stars dextrose, corn syrup, citric acid, calcium stearate, tapioca dextrin, titanium dioxide, shellac, carnauba wax, artificial flavors, red, yellow, yellow, blue . gummy pizza sugar, corn syrup, water, cornstarch, gelatin, sorbitol, malic acid, citric acid, sodium citrate, artificial flavors, blue, red, red, yellow, yellow, titanium dioxide, potassium sorbate.",Snacks
"made from enriched wheat flour, sugar, butter, corn syrup, high fructose corn syrup, strawberry puree, cornstarch, palm and/or soybean and hydrogenated soybean oils, contains or less of strawberry juice concentrate, eggs, pectin, nonfat milk, soy protein, baking soda, citric acid, strawberry seeds, salt, cream of tartar, sodium citrate, caramel color. contains wheat, milk, eggs, soy .",Snacks
"glucose syrup, sugar, gelatin, citric acid, natural",Snacks
"broccoli, old fashioned coleslaw dressing, cauliflower, sunflower kernels, red cabbage, carrot, dried cranberries, uncured baconno nitrites or nitrates added except those naturally found in sea salt and cultured celery juice contains egg .",Plant-based foods and beverages
"salad salad ingredients may contain organic romaine lettuce, organic tango lettuce, organic radicchio, organic frisee, organic red cabbage, organic dressing water, organic pomegranate juice concentrate, organic soybean oil, organic cane sugar, organic distilled vinegar, organic lemon juice concentrate, sea salt, organic acacia gum, organic hibiscus, xanthan gum, organic dried onion, organic rosemary extract, organic parsley, organic dried cranberries organic cranberries, organic evaporated cane juice, organic sunflower oil, organic pita chips organic wheat flour, organic sunflower oil, water, sea salt, yeast, organic oat fiber, organic quinoa.",Plant-based foods and beverages
"tomatoes, tomatoes, tomato paste, light cream, vodka, unsalted butter, romano cheese, onion, balsamic vinegar, basil, olive oil, salt, lactic acid, spices",Condiments
"turkey breast, turkey broth, contains or less of vinegar, salt, rice starch, sodium phosphates, natural flavor.",Meats and their products
"water, nonfat milk, sugar, modified corn starch, palm oil, less than of calcium carbonate, salt, sodium stearoyl lactylate, disodium phosphate, natural and artificial flavors, color added .",Desserts
"organic rolled oats, organic whole wheat flour, dark chocolate chunks, organic bananas, peanut butter, wildflower honey, sunflower oil, cultured dextrose",Snacks
"enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate, riboflavin, folic acid], water, sugar, yeast, salt, soybean oil, wheat gluten, potato flakes, preservatives, datem, corn flour, ethoxylated mono and diglycerides, cellulose gum, monoglycerides, reb a, sucralose, spice, coloring, citric acid, grain vinegar, calcium sulfate, potassium iodate, monocalcium phosphate, soy lecithin",Plant-based foods and beverages
"enriched unbleached flour [ wheat flour, malted barley flour, reduced iron, thiamine mononitrate, riboflavin, niacin, folic acid], water, high fructose corn syrup, yeast, natural oil blend, wheat gluten, wheat protein isolate, salt, natural and artificial flavors, yellow corn flour, monoglycerides, spice oils, calcium propionate and potassium sorbate, dextrose, lactic acid, sodium stearoyl lactylate, calcium sulfate, citric acid, ascorbic acid, vitamin a palmitate and beta carotene, corn starch, diglycerides.",Plant-based foods and beverages
"coconut milk frozen dessert organic coconut cream, water, organic cane sugar, organic tapioca syrup, organic chocolate flakes, fructan, organic acacia gum, organic coconut sugar, natural mint flavor, organic sunflower lecithin, organic vanilla extract, organic locust bean gum, organic guar gum.",Desserts
"unbleached enriched flour, sugar, high fructose corn syrup, potato starch, canola oil, salt, leavening",Snacks
"rice, sugar, coconut milk powder, mung bean, modified food starch, non fat dry milk, guar gum, salt, natural flavor.",Snacks
"rice, sugar, hydrogenated vegetable oil, cocoa, salt, caramel color, natural and artificial flavor. vitamins and minerals niacinamide, reduced iron, zinc oxide, vitamin b, vitamin a palmitate, riboflavin, thiamin mononitrate, folic acid, vitamin b, vitamin d.",Plant-based foods and beverages
"cranberries, sugar, cherry juice concentrate, citric acid, natural flavor, elderberry juice concentrate .",Snacks
"carbonated water, high fructose corn syrup, citric acid, natural & artificial flavors, natural constituents of orange, ester of wood rosin, sodium benzoate, fd&c yellow #, fd&c yellow #",Beverages
"water, cream cheese spread [pasteurized cream and skim milk, salt, lactic acid, guar gum, locust bean gum, sodium phosphate, carrageenan, natural flavors], sugar, lemon juice from concentrate, modified corn starch, distilled vinegar, natural and artificia",Condiments
"whole grain wheat, rice, sugar, whole grain rolled oats, brown sugar, canola oil, corn syrup, wheat flour, corn meal, malted barley flour, salt, whey, wildflower honey, caramel color, natural and artificial flavor. vitamins and minerals reduced iron, niacinamide, zinc oxide, vitamin a palmitate, vitamin b, riboflavin, thiamin mononitrate, folic acid, vitamin d, vitamin b.",Plant-based foods and beverages
"made of sorbitol, gum base, glycerol, natural and artificial flavors; less than of hydrogenated starch hydrolysate, aspartameacesulfame, soy lecithin, mannitol, sucralose, color, acesulfame k, bht .",Snacks
"brown rice, carrot juice, sunflower seeds, cashews, organic coconut amino acids ), freshorganic basil, fresh organic oregano, fresh organic cilantro, fresh italian parsley, organic garlic powder, organic onion powder, organic sea salt, organic black pepper.",Plant-based foods and beverages
"chicken, breaded with wheat flour, water, parmesan cheese, soybean oil, bleached wheat flour, contains or less of nonfat milk, salt, natural flavorings, maltodextrin, sugar, natural smoke flavor, yeast, whey, dehydrated parsley, enzyme modified parmesan cheese, modified corn starch, leavening, dehydrated garlic, mono and diglycerides, dehydrated onion, cultured dextrose.",Meats and their products
"enriched unbleached wheat flour, granulated sugar, palm oil shortening, whole eggs, natural peach flavor, powdered milk, salt, ammonium bicarbonate, powdered sugar, natural peach powder, baking powder, citric acid.",Snacks
"enriched macaroni product, cheese sauce .",Meals
"milk chocolate, sugar, peanuts, cornstarch, less than corn syrup, dextrin, coloring, gum acacia.",Snacks
"cane sugar, artificial color, artificial flavor.",Snacks
"water, corn syrup, distilled vinegar, buttermilk . contains or less of modified corn starch, sugar, salt, onion juice, garlic juice, natural flavor, cellulose gel, soybean oil, xanthan gum, monosodium glutamate, onion, color added, garlic, cellulose gum, spice, modified gum acacia, lemon juice concentrate, dlalphatocopherol acetate, disodium inosinate, disodium guanylate, phosphoric acid and sodium benzoate and sorbic acid and calcium disodium edta .",Condiments
"yogurt water, shallots, carrots, celery, cayenne peppers, sea salt, blue cheese, evaporated cane sugar, tapioca flour, fruit pectin, white wine vinegar, natural flavor, parsley, garlic powder, sunflower lecithin, yeast extract, guar gum, lemon juice concentrate. contains live and active cultures s. thermophilus, l. bulgaricus, l. acidophilus, bifidus and l. casei.",Condiments
"ground white corn, canola and/or sunflower oil, sea salt.",Snacks
"corn syrup, sugar, sunflower oil, artificial colors, natural flavor.",Snacks
"aged peppers, vinegar, salt",Condiments
"potatoes, dressing, dextrose, starch, spices, lemon juice, natural flavors, xanthan gum, propylene glycol alginate, disodium phosphate and calcium disodium edta added to protect flavor), eggs, celery and onion.",Salted snacks
"pasteurized cows milk, bacterial culture, cream, salt, vegetable fiber, starch, garlic, herbs, garlic flavor, sorbic acid, citric acid, rosemary.",Dairies
durum whole wheat flour.,Plant-based foods and beverages
"white corn, vegetable oil, salt.",Snacks
"pork, salt, flavors, spices, garlic, sodium ascorbate, sodium nitrite.",Meats and their products
"sea salt caramel wafer, licorice, sucrose, contains or less of the following cornstarch, modified starch, corn syrup, confectioner's glaze.",Snacks
"potatoes, vegetable oil, sugar, dextrose, brown sugar, spice, torula yeast, fructose, monosodium glutamate, salt, onion powder, spice and coloring, garlic powder, natural flavors, yeast extract, sucralose.",Snacks
"milk chocolate, sugar, cornstarch, less than corn syrup, dextrin, coloring, gum acacia.",Snacks
"enriched wheat flour [ wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], sugar, high fructose corn syrup, corn syrup, palm oil, whey permeate, cocoa processed with alkali, modified corn starch, salt, precooked yellow corn meal, leavening, color added, sorbitol, potassium sorbate, natural and artificial flavor, gelatin, yellow corn flour, modified soy protein, vitamin a palmitate, reduced iron, niacinamide, pyridoxine hydrochloride, riboflavin, thiamin mononitrate .",Snacks
"whole grain rolled oats, maltodextrin, sugar, salt, calcium carbonate, natural and artificial flavors, guar gum, oat flour, sucralose, caramel color, maple sugar, brown sugar, ferric phosphate, niacinamide, pyridoxine hydrochloride, riboflavin, vitamin a palmitate, thiamin mononitrate, folic acid.",Plant-based foods and beverages
"almond milk, liquid sugar, coconut oil, sugar, corn syrup solids, wheat flour, soybean oil, corn syrup, pea protein, brown sugar, molasses, cinnamon, sunflower lecithin, soy lecithin, salt, baking soda, natural flavor, guar gum, locust bean gum.",Desserts
"carbonated water, citric acid, potassium citrate, gum acacia, aspartame, potassium benzoate, acesulfame potassium, natural flavor, ester gum, yellow, red .",Beverages
"metamyosyn vpp protein blend, chocolate flavored coating, dark fudge layer, hydrolyzed collagen, glycerin, water, dark chocolate flavored chips, maltitol syrup, natural flavors, canola oil, cocoa, vitamin and mineral blend, sucralose, fructooligosaccharides, peanut flour, almond butter.",Snacks
"whole grain rolled oats, sugar, salt, natural flavors, calcium carbonate, caramel color, guar gum, sucralose, reduced iron, niacinamide, pyridoxine hydrochloride, vitamin a palmitate, riboflavin, thiamin mononitrate, folic acid, vitamin d.",Plant-based foods and beverages
"xylitol, gum base, maltitol syrup, mannitol, contains or less of natural & artificial flavor, malic acid, maltodextrin, maltitol, citric acid, lecithin, artificial color, aspartame, gum acacia, acesulfame potassium, bht, neotame. contains soy . phenylketonurics contains phenylalanine.",Snacks
"sugar, corn syrup, adipic acid, hydrogenated palm kernel & palm oils and soybean oil mono & diglycerides, natural & artificial flavors, artificial colors fd&c red, yellow, yellow, blue .",Snacks
"apple juice contains pure filtered water, concentrated apple juice, less than . of calcium citrate, vitamin c, potassium phosphate. produced for the cocacola company atlanta, ga u.s.a. contains apple juice concentrate from the u.s.a., argentina, austria, chile, china, germany and turkey.",Plant-based foods and beverages
"sugar, water, apple cider vinegar, lime juice, jalapeno peppers, natural fruit pectin, salt, citric acid.",Plant-based foods and beverages
"filtered water cane and/or beet sugar, lemon juice from concentrate, natural flavors, citric acid, sodium citrate, canola oil, lemon fruit pulp, modified food starch, fd&c red and edta to protect color",Beverages
"corn meal, evaporated cane juice, brown rice, expeller pressed canola oil, sunflower seeds, raisins, almonds, sesame seed, flax seed, coconut, walnuts, hazelnuts, dried cranberries, corn starch, brazil nuts, rice bran extract, natural flavors, pecans, caramel color, sea salt",Plant-based foods and beverages
"vegetables, dressing, modified corn starch), wonton strips, almonds .",Plant-based foods and beverages
"sugar, corn syrup, citric acid in fruit flavor, natural and or artificial color to include one or more of the following .",Snacks
"fortified wheat flour, sugar corn starch, vegetable oil, grated strawberry, invert sugar, soy lecithin sodium bicarbonate, sodium acid, pyrophosphate, antioxidant bht.",Snacks
"tomatillos, jalapeno peppers, roasted tomatoes, water, onions, salt, contains or less vinegar, cilantro, garlic, lime juice concentrate, spice, capsicum.",Condiments
"xylitol, coffee, cream of tartar, organic natural flavors, calcium stearate, coffee extract.",Snacks
"chicken stock, cornstarch, onion, butter, heavy cream, contains or less of carrots, celery, mushroom flavor, enriched wheat flour, salt, paprika poultry seasoning, spices.",Condiments
"filtered water, citric acid, tea, aspartame, potassium citrate, natural flavors, malic acid.",Plant-based foods and beverages
"organic tomato puree, sea salt, organic onion powder, organic garlic powder, citric acid.",Plant-based foods and beverages
"cultured skim milk, blueberry base, corn starchmodified, carrageenan, pectin, tricalcium phosphate, potassium sorbate, natural flavor, vitamin d, live and active culture.",Dairies
"chicken breast with rib meat, water, seasoning, dehydrated vinegar, soybean oil, natural flavor.",Meats and their products
"water, sugar, strawberry lemonade concentrate .",Beverages
"sugar, glucose syrup solids, cocoa, partially hydrogenated vegetable oil, nonfat dry milk, modified whey, maltodextrin, salt, natural and artificial flavors, cellulose gum, sodium caseinate, cornstarch, lactose, dipotassium phosphate, sucralose, mono and diglycerides, silicon dioxide, soy lecithin, artificial color.",Beverages
organic extravirgin olive oil. nitrogenflushed to maintain freshness.,Plant-based foods and beverages
"organic white arborio rice, organic parmesan cheese, sea salt, organic cheddar cheese, organic cream, organic yeast extract, organic sugar, organic",Plant-based foods and beverages
"dried potato, yellow corn, sunflower and/or safflower oil, seasoning, rice flour, potato starch.",Snacks
"water, citric acid, natural flavor, sodium citrate, salt, monopotassium phosphate, modified food starch, mixed triglycerides, sucralose, glycerol ester of rosin, acesulfame potassium.",Beverages
"ground during wheat, eggs, water, salt",Plant-based foods and beverages
"tomatoes, tomato juice, spices, sugar, dried onions, salt, citric acid, calcium chloride.",Plant-based foods and beverages
"corn syrup, sugar, gelatin, modified starch, dextrose, citric acid, tartaric acid, fumaric acid, artificial flavors, pectin, sodium citrate, artificial colors .",Snacks
"water, enriched flour, sugar, palm oil, blackberries, corn syrup, blueberries, raspberries, food starchmodified, contains less than of salt, apples, eggs, dextrose, carob bean gum, agar, sorbic acid, apple cider vinegar, calcium propionate.",Snacks
"wheat flour, soybean oil, canola oil, sesame seeds, bulgur wheat, honey mustard & onion seasoning, salt, honey coating, malted barley flour, whey, lactose, dextrose monohydrate, dried honey, vegetable fiber, corn oil, malt, honey, yeast, soda, onion powder, spice, wheat starch, garlic powder, maltodextrin, xanthan gum, safflower oil, beet powder, sodium diacetate, citric acid, horseradish powder, turmeric, natural flavor .",Snacks
"organic grassfed beef, organic honey, organic dried cranberries, organic sunflower seeds, sea salt, organic spices, cultured celery powder, organic garlic powder, lactic acid starter culture.",Snacks
"asparagus, water, salt, citric acid.",Plant-based foods and beverages
"mashed potatoes, cream, salt, flavoring), corn, meat loaf, tomato paste, salt, brown sugar, beef base, gravy, lactic acid). tomato paste, salt, burgundy wine, caramel color scan here for more food information sugar, canola oil, garlic, butter [ cream, salt), mushroom powder, flavoring). contains milk, wheat, soy .",Frozen foods
"organic rolled oats, hazelnuts, local honey, peanut oil, almonds, organic pumpkin seeds, brown sugar, coffee beans, organic dark chocolate, organic coconut flakes, organic vanilla extract, cinnamon, salt.",Plant-based foods and beverages
"potatoes, avocado oil, whey, salt, dextrose, lime juice powder, sugar, vinegar powder, citric acid, buttermilk powder, spices, malic acid.",Snacks
"water, sugar, white distilled vinegar, cucumbers, peppers, mustard seeds, tomato paste, salt, onions, honey, wheat flour, soybean oil, xanthan gum, spices, citric acid, calcium chloride, natural flavors, turmeric, lemon juice, garlic, eggs, calcium disodium edta, paprika, sodium benzoate, annatto, high fructose corn syrup.",Condiments
"water, apple juice concentrate, ascorbic acid .",Beverages
"milk, cream, water, sodium citrate, salt, cheese culture, sorbic acid, citric acid, enzymes, soy lecithin, apo carotenal and beta carotene .",Dairies
"organic pasta, cheddar cheese, skim milk, cream, whey, sodium phosphate, salt, natural butter and cheese flavor, sodium alginate, lactic acid, organic annatto extract, xanthan gum.",Plant-based foods and beverages
"sugar, corn syrup, gelatin, fumaric acid, citric acid, pectin, contains less than . of the following natural and artificial flavor, potassium sorbate, red #, red #, carnauba wax.",Snacks
"sugar, corn syrup, citric acid, natural and artificial flavor, confectioner’s glaze, acacia, lemon juice concentrate, corn starch, carnauba wax, yellow .",Snacks
"carbonated vapor distilled water, calcium chloride and magnesium chloride and potassium bicarbonate",Beverages
"vegetables, pasta with garlic sauce, soybean oil, whey powder, salt, garlic seasoning, natural flavor, enriched wheat flour ), shrimp .",Frozen foods
"freshly ground peanut butter, whey protein isolate, honey, organic brown rice syrup, organic oats, organic raisins, peanuts, organic flax seed meal, organic tapioca flour, organic coconut oil, organic coconut sugar crystals, nongmo sunflower lecithin, sea salt, organic vanilla extract, organic cinnamon.",Snacks
"white wine vinegar, natural tarragon flavor, tarragon sprig, potassium bisulphite as a preservative. adjusted with water to acidity.",Condiments
"eggplant, piquillo peppers, zucchini, sunflower oil, vinegar, salt, sugar, spices, citric acid.",Salted snacks
"tomato puree, soybean oil, cooked ground beef, salt, dehydrated onions, sugar, extra virgin olive oil, spices, citric acid, natural flavors.",Condiments
"nonfat milk, sugar, bleached wheat flour, palm oil, corn syrup, cream, chocolate liquor, corn syrup solids, corn syrup, whey, less than of molasses, baking powder, cocoa butter, soy lecithin, natural and artificial flavor, dextrose, high fructose corn syrup, salt, mono and diglycerides, locust bean gum, guar gum, vanillin, caramel color, vitamin a palmitate, carrageenan.",Desserts
"vegetable oil, sugar, cocoa powder processed with alkali, whey powder, candy cane pieces, emulsifier soy lecithin, vanilla extract.",Snacks
"organic tomato puree, sea salt, citric acid, organic spice.",Plant-based foods and beverages
"milkfat and nonfat milk, sugar, corn syrup, high fructose corn syrup, sweetcream buttermilk, whey, contains less than of strawberries, cocoa, guar gum, mono & diglycerides, xanthan gum, polysorbate, cellulose gum, carrageenan, locust bean gum, natural and artificial flavors, citric acid, red #, annatto .",Desserts
"sugar, nriched bleached wheat flour [flour, malted barley flour, reduced iron, ""b"" vitamins, riboflavin, folic acid)], whole eggs, canola oil, water, chocolate liquor, corn syrup, egg whites, cocoa butter, soy lecithin . contains or less of modified corn starch, mono and diglycerides, whey, sodium stearoyl lactylate, leavenings, soybean oil, salt, wheat gluten, polysorbate, glucose, natural and artificial flavor, nonfat milk solids, xanthan gum, calcium acetate, dextrose, guar gum, citric acid, sorbic acid",Snacks
milk chocolate,Beverages
"pasteurized milk, cheese cultures, salt, enzymes, and colored with annatto.",Dairies
"cassava flour, tapioca starch, sunflower and/or canola oil, seasoning, sugar, salt.",Snacks
"fresh eggs, sugar, wheat flour, rapeseed oil, palm fat, soy flour, whey powder, salt, emulsifier soy lecithin, natural flavour",Snacks
"carrots, peas, whole oats, zucchini, edamame, corn, string beans, spinach, corn meal, onions, potato starch, soy protein flour, organic wheatfree tamari, chickpeas, dried onion, salt, canola oil, red peppers, broccoli, granulated garlic, parsley.",Meats and their products
"spices, garlic, onion, lime juice solids, citric acid, lime peel, rice concentrate.",Condiments
"milk chocolate, white nonpareils .",Snacks
"tomatoes, tomato juice, citric acid, calcium chloride.",Plant-based foods and beverages
"potatoes, vegetable oil, salt, whey, sugar, dextrose, spices, onion powder, garlic powder, monosodium glutamate, natural and artificial flavors, green bell pepper powder, torula yeast, sodium diacetate, dried parsley, citric acid, partially hydrogenated soybean and/or cottonseed oil, modified corn starch, disodium inosinate and disodium guanylate, lactic acid, and spice extractives.",Snacks
"organic whole rolled oats, organic milled cane sugar, organic rice flour, organic expeller pressed canola oil, organic whole oat flour, organic molasses, organic almonds, organic honey, organic natural flavor, salt, organic barley malt syrup, mixed tocopherols",Plant-based foods and beverages
"tomato puree, diced tomatoes in tomato juice, sugar, canola oil, contains less than of salt, dehydrated onions, spice, citric acid, dehydrated garlic, onion extract, garlic extract.",Condiments
"cornmeal, vegetable oil, seasoning .",Snacks
"enriched flour, peanuts, vegetable oil, dextrose, sugar, leavening, malt syrup, salt, soy lecithin .",Snacks
"spices, sea salt, cane sugar, dehydrated lemon peel granules, natural lemon juice flavor, citric acid, dehydrated garlic, turmeric, silicon dioxide .",Condiments
"sugar, orange pulp, orange peel, fruit pectin, citric acid, sulfur dioxide .",Plant-based foods and beverages
"potatoes, hydrogenated coconut oil, sea salt.",Snacks
"aged red habanero peppers, distilled vinegar, salt, xanthan gum, granulated garlic.",Condiments
"organic wheat flour, organic dried cane syrup, organic high oleic safflower oil, organic whole wheat flour, organic molasses, organic honey, cane syrup, sea salt, baking soda, ammonium bicarbonate, cream of tartar, citric acid preservative.",Snacks
"olive oil, natural extracts o basil, spinach extract.",Plant-based foods and beverages
"whole grain blend, enriched flour [ wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid], sugar, canola oil, whole grain wheat flour, dried cranberries, invert sugar, malt syrup, baking soda, salt, dried orange peel, soy lecithin, natural flavor, disodium pyrophosphate, datem, ferric orthophosphate, niacinamide, pyridoxine hydrochloride, riboflavin, thiamin mononitrate .",Snacks
"milk chocolate, dark chocolate, white chocolate, filling .",Snacks
"swai, water, sodium tripolyphosphate, citric acid, potassium citrate and salt.",Seafood
"hydrated wheat gluten, hydrated soy flour, mushrooms, water chestnuts, onion, carrots, cooked brown rice, whole grain oats, corn oil, egg whites, calcium caseinate, green peppers, soy sauce, red bell peppers, contains two percent or less of soy protein concentrate, water, onion powder, cornstarch, black olives, sugar, soy protein isolate, hydrolyzed corn protein, salt, spices, hydrolyzed wheat protein, hydrolyzed soy protein, yeast extract, garlic powder, thiamin hydrochloride, jalapeno pepper, natural flavor, dextrose, caramel color, celery extract.",Plant-based foods and beverages
"white tuna, water, vegetable broth, salt, pyrophosphate added.",Seafood
extra virgin olive oil.,Plant-based foods and beverages
"tomato puree, water, enriched macaroni, beef, contains less than high fructose corn syrup, salt, food starchmodified, potassium chloride, natural flavor, yeast extract, enzyme modified romano cheese, spice extract, citric acid, spice, caramel color.",Meals
"premier protein bar protein blend, glycerin, hydrolyzed gelatin, sugar, partially defatted peanut flour, water, peanut butter, palm kernel oil, inulin, contains or less of the following cocoa powder, tapioca starch, natural and artificial flavors, whey powder, nonfat dry milk, salt, soy lecithin, peanut extract, sucralose.",Snacks
"organic cane sugar, organic rice syrup, citric acid, ascorbic acid, natural flavors, for color.",Snacks
"tomato puree, diced tomatoes in tomato juice, canola oil, contains less than of salt, dehydrated onions, dehy drated garlic, spice, citric acid, dehydrated parsley.",Condiments
"pasta durum wheat semolina, water, eggs, egg yolks, tomato powder, spinach powder, paprika. filling cheese, toasted wheat crumbs, whey powder, canola oil, parmesan cheese flavor, salt, garlic powder, onion powder.",Meals
"filling chicken, water, onion, green onion, soy sauce, ginger, gelatin, sugar, cooking rice wine, sesame oil, soybean oil, salt, autolyzed yeast extract, white pepper, chicken flavored powder, yeast extract, dough enriched wheat flour, water, wheat flour, modified tapioca starch, salt, soybean oil.",Frozen foods
"filtered water, sugar, citric acid, sodium benzoate, potassium sorbate, ascorbic acid, natural and artificial flavor, sucralose, calcium disodium edta, and fd&c blue no. .",Beverages
"organic california red seedless raisins, less than organic sunflower oil",Plant-based foods and beverages
"fresh cucumbers, water, vinegar, salt, calcium chloride, natural flavors, polysorbate, yellow .",Salted snacks
"cheese [ milk, distilled filling, sea salt, canola oil, parsley, black pepper, allspice, cinnamon, clove, nutmeg), pasta .",Meals
"natural mineral water, carbon dioxide .",Beverages
"cultured grade a pasteurized whole milk, salt, enzymes.",Dairies
"milk, cream, buttermilk, corn syrup, whey, high fructose corn syrup, sugar, mono & diglycerides, guar gum, sodium phosphate, cellulose gum, sodium citrate, polysorbate, carrageenan, vanilla extract, artificial flavor, annatto .",Desserts
"wheat flour, salt, caramel color, hydrolyzed corn protein, onion and celery powder, corn starch, dextrose, monosodium glutamate, food starchmodified and spices.",Condiments
"cucumbers, water, vinegar, salt, calcium chloride, spices, red pepper, garlic, natural flavorings, yellow #, polysorbate .",Salted snacks
"filtered water, high fructose corn syrup, orange juice concentrate, apple juice concentrate, natural flavors, citric acid, pectin, ascorbic acid, sucralose, acesulfame potassium, yellow, yellow .",Plant-based foods and beverages
"milk chocolate, raisins, sugar, corn syrup, sugar, tapioca syrup, tapioca dextrin, confectioner's glaze.",Snacks
"sugar, corn syrup, confectioner's glaze, salt, honey, dextrose, artificial flavor, gelatin, titanium dioxide color, fd&c coloring, sesame oil",Snacks
"water, sugar, pomegranate juice concentrate, soybean oil, distilled vinegar, blueberry juice concentrate, extra virgin olive oil, contains less than of corn starch, salt, citric acid, xanthan gum, spice, shallots.",Condiments
"water, meyer lemon juice, honey, living bacterial culture",Condiments
"tilapia, water, roasted garlic, olive oil, contains or less of lemon peel, salt, spices, dehydrated chives, vinegar, sugar, dehydrated green onion, dehydrated parsley, natural flavor, citric acid, xanthan gum, maltodextrin, soy lecithin .",Seafood
"corn syrup, sugar, gelatin, white grape juice concentrate, lactic acid, natural & art flavor, hydrogenated coconut oil, carnauba / beeswax, citric acid, art color, titanium dioxide, yellow &, red, blue",Snacks
"onion, spices garlic, cumin, parsley, basil, oregano, celery, lemon peel, red pepper, bay leaf, chipotle, habanero, mustard, & stevia",Plant-based foods and beverages
